,sentiment,magnitude,joy,sadness,anger,fear,surprise,UNKNOWN_salience,PERSON_salience,LOCATION_salience,ORGANIZATION_salience,EVENT_salience,WORK_OF_ART_salience,CONSUMER_GOOD_salience,OTHER_salience,UNKNOWN_sentiment,PERSON_sentiment,LOCATION_sentiment,ORGANIZATION_sentiment,EVENT_sentiment,WORK_OF_ART_sentiment,CONSUMER_GOOD_sentiment,OTHER_sentiment,UNKNOWN_magnitude,PERSON_magnitude,LOCATION_magnitude,ORGANIZATION_magnitude,EVENT_magnitude,WORK_OF_ART_magnitude,CONSUMER_GOOD_magnitude,OTHER_magnitude
0,-0.10000000099999999,2.799999952,0.01468288,0.272604525,0.486469001,0.21297565100000002,0.01326795,0,0.08052324801683426,0.016169433016330004,0.0,0.0,0.01066538691520691,0.0,0.036958633828908204,0,0.07999999970197677,-0.15000000596046448,0.0,0.0,0.0,0.0,-0.053333336114883424,0,0.07999999970197677,-0.15000000596046448,0.0,0.0,0.0,0.0,-0.053333336114883424
1,-0.5,3.200000048,0.006733741,0.489428222,0.444820404,0.053173635,0.005844004,0,0.1555092167109251,0.0,0.0,0.0,0.0,0.0,0.0377963125705719,0,-0.15000000409781933,0.0,0.0,0.0,0.0,0.0,-0.3599999971687794,0,-0.15000000409781933,0.0,0.0,0.0,0.0,0.0,-0.3599999971687794
2,-0.300000012,0.600000024,0.201177925,0.192353904,0.034518346,0.042072963,0.529876828,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.800000011920929,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.800000011920929
3,0.5,1.100000024,0.008008836,0.70366019,0.23197320100000002,0.052192695,0.004165117,0,0.0,0.0,0.0,0.6716129779815674,0.0,0.0,0.3283870220184326,0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0
4,-0.600000024,2.400000095,0.049800199,0.18050147600000002,0.6872819659999999,0.072259769,0.010156569,0,0.31655462831258774,0.05033610388636589,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.5,3.400000095,0.051444665,0.5691581960000001,0.216701329,0.151319832,0.011375999,0,0.010518988594412804,0.0,0.0,0.011794074438512325,0.0,0.0,0.10863188395483626,0,0.4000000059604645,0.0,0.0,0.800000011920929,0.0,0.0,-0.07777777893675698,0,0.4000000059604645,0.0,0.0,0.800000011920929,0.0,0.0,-0.07777777893675698
6,-0.200000003,4.400000095,0.026718505,0.777159154,0.133978069,0.041035846,0.021108374,0,0.14161169078821936,0.0,0.0,0.0,0.0,0.0,0.007912097321087984,0,-0.08333333457509677,0.0,0.0,0.0,0.0,0.0,-0.2315789512113521,0,-0.08333333457509677,0.0,0.0,0.0,0.0,0.0,-0.2315789512113521
7,-0.699999988,1.5,0.035380211,0.606366217,0.245636627,0.089211926,0.023405073,0,0.026476441882550716,0.0,0.010339491069316864,0.0,0.6513774394989014,0.0,0.07133254921063781,0,-0.30000000447034836,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.34999999590218067,0,-0.30000000447034836,0.0,-0.30000001192092896,0.0,0.0,0.0,-0.34999999590218067
8,0.0,1.200000048,0.027490176,0.262430072,0.417277247,0.287696183,0.005106272,0,0.29206983000040054,0.0,0.0,0.0,0.0,0.0,0.04620670568611887,0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,-0.13333333283662796,0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,-0.13333333283662796
9,0.0,3.099999905,0.05046777400000001,0.477498353,0.137694925,0.313890964,0.020447943,0,0.07732986216433346,0.008670327253639698,0.0,0.0,0.0,0.025688929483294487,0.08204016229137778,0,-0.05000000074505806,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.07500000018626451,0,-0.05000000074505806,0.0,0.0,0.0,0.0,-0.20000000298023224,-0.07500000018626451
10,0.10000000099999999,4.1999998089999995,0.084977329,0.139498249,0.061615557,0.6511777639999999,0.062731102,0,0.014162341598421335,0.014809582227220138,0.0,0.008500437252223492,0.0,0.0,0.04176118766719645,0,0.0,0.06666666766007741,0.0,-0.20000000298023224,0.0,0.0,-0.26363635842095723,0,0.0,0.06666666766007741,0.0,-0.20000000298023224,0.0,0.0,-0.26363635842095723
11,-0.200000003,8.0,0.059545808,0.308778703,0.15530026,0.46081084,0.015564426999999999,0,0.4442343208938837,0.0,0.00436210073530674,0.0,0.0,0.0,0.00467305346286263,0,0.0,0.0,-0.2500000037252903,0.0,0.0,0.0,-0.23181818357922815,0,0.0,0.0,-0.2500000037252903,0.0,0.0,0.0,-0.23181818357922815
12,0.0,7.0,0.060098149000000003,0.403004915,0.194876432,0.314510346,0.027510181,0,0.028633962948030483,0.005707369651645422,0.018763594329357147,0.0,0.0,0.01494246069341898,0.03629288403317332,0,-0.041666667287548385,0.0,0.4000000059604645,0.0,0.0,0.0,-0.029411768212037927,0,-0.041666667287548385,0.0,0.4000000059604645,0.0,0.0,0.0,-0.029411768212037927
13,-0.200000003,0.8999999759999999,0.18349443399999998,0.480445534,0.10190247699999999,0.099602521,0.134554982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000074505806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.10000000099999999,10.19999981,0.024442595,0.583278418,0.303528845,0.083015159,0.005734964,0,0.03996597230434418,0.03949107229709625,0.0,0.07098497450351715,0.0,0.0,0.05134006161242723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333830038704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333830038704
15,-0.300000012,7.900000095,0.062364616,0.204949141,0.469031274,0.139497638,0.124157354,0,0.0229784082621336,0.1434268206357956,0.01794985495507717,0.0,0.0,0.0,0.049541658110683784,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23124999413266778,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23124999413266778
16,-0.8999999759999999,0.8999999759999999,0.061209936,0.21384403100000002,0.565017879,0.147798255,0.012129895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999850988388,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000149011612
17,0.200000003,0.600000024,0.029411685,0.53878367,0.126322106,0.295617521,0.009865027,0,0.04699574317783117,0.0,0.0,0.0,0.06651580333709717,0.06880419701337814,0.11009836143680982,0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.11428571066686086,0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.11428571066686086
18,0.0,4.5,0.06452164099999999,0.6732724309999999,0.128042594,0.05920983900000001,0.074953541,0,0.0655297115445137,0.0,0.0,0.0,0.0,0.07734592755635579,0.10034749896398612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428060531616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428060531616
19,0.0,6.1999998089999995,0.042334698,0.16755631599999998,0.230379909,0.528680027,0.031049047000000003,0,0.026374136822091207,0.015629037050530314,0.018190480768680573,0.01595693826675415,0.0,0.0,0.04243980051251128,0,-0.09999999817874697,-0.05000000074505806,0.5499999895691872,-0.10000000149011612,0.0,0.0,0.05000000027939677,0,-0.09999999817874697,-0.05000000074505806,0.5499999895691872,-0.10000000149011612,0.0,0.0,0.05000000027939677
20,0.0,0.5,0.061712109,0.37159454799999997,0.22262109800000002,0.33622244,0.007849779,0,0.4999999925494194,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,9.5,0.019096745,0.45208883299999997,0.300201297,0.199263439,0.029349746,0,0.27854689796610427,0.013749145716428757,0.0,0.0,0.0,0.0,0.008692144289274107,0,-0.06666666766007741,0.0,0.0,0.0,0.0,0.0,-0.0909090902317654,0,-0.06666666766007741,0.0,0.0,0.0,0.0,0.0,-0.0909090902317654
22,-0.300000012,2.200000048,0.006699755,0.334306926,0.633076668,0.024289811,0.001626859,0,0.1448706928640604,0.014490965753793716,0.0,0.014490965753793716,0.0,0.0,0.027407176482180756,0,-0.13999999761581422,-0.10000000149011612,0.0,-0.10000000149011612,0.0,0.0,-0.11111110779974195,0,-0.13999999761581422,-0.10000000149011612,0.0,-0.10000000149011612,0.0,0.0,-0.11111110779974195
23,-0.5,0.5,0.005190332,0.5962832570000001,0.378771126,0.018904224,0.000850994,0,0.4585970789194107,0.0,0.0,0.0,0.0,0.0,0.04140291549265385,0,-0.4000000134110451,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224,0,-0.4000000134110451,0.0,0.0,0.0,0.0,0.0,-0.20000000298023224
24,-0.699999988,0.699999988,0.073940523,0.425250322,0.088892289,0.370677084,0.041239828,0,0.7719063758850098,0.0,0.0,0.0,0.0,0.0,0.22809362411499023,0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.10000000099999999,7.1999998089999995,0.43616688299999995,0.23879972100000002,0.065062352,0.19914288800000002,0.060828157,0,0.03142877109348774,0.030248373746871948,0.0,0.0,0.022188028320670128,0.0,0.05486859378094475,0,-0.29999999205271405,0.0,0.0,0.0,0.0,0.0,-0.2466666673620542,0,-0.29999999205271405,0.0,0.0,0.0,0.0,0.0,-0.2466666673620542
26,0.10000000099999999,5.5,0.049647975999999996,0.6474807260000001,0.11963629699999999,0.141678795,0.041556191,0,0.08082022070884705,0.02423630841076374,0.0,0.09400629997253418,0.0,0.015149758895859122,0.03195405505331499,0,-0.43999998867511747,-0.4000000059604645,0.0,-0.8999999761581421,0.0,0.15000000596046448,-0.37857142622981754,0,-0.43999998867511747,-0.4000000059604645,0.0,-0.8999999761581421,0.0,0.15000000596046448,-0.37857142622981754
